,Game,Trial,Datetime,Tweet Id,Text,Username,URL
0,510,1,2022-11-11 23:36:32+00:00,1591213316638007296,"@MattyRadz Wordle 510 1/6

🟩🟩🟩🟩🟩

Nah see it’s pretty easy",zuch97,https://twitter.com/zuch97/status/1591213316638007296
1,510,1,2022-11-11 23:33:52+00:00,1591212644291457025,"Weird. Wordle let me replay today's game? 
Wordle 510 1/6

🟩🟩🟩🟩🟩",chrisbrogan,https://twitter.com/chrisbrogan/status/1591212644291457025
2,510,1,2022-11-11 23:00:10+00:00,1591204163345649665,"Evening tally: Less than 1% of players are not able to solve today's Wordle. 37.7% of players are solving it on their fourth try.

Wordle 510
1/6: 86 
2/6: 1050 
3/6: 4656 
4/6: 6868 *
5/6: 4057 
6/6: 1341 
X/6: 128",wordleGlobalDNF,https://twitter.com/wordleGlobalDNF/status/1591204163345649665
3,510,1,2022-11-11 22:54:49+00:00,1591202817175429120,"Guys… it finally happened.

Wordle 510 1/6

🟩🟩🟩🟩🟩",smschumacher,https://twitter.com/smschumacher/status/1591202817175429120
4,510,1,2022-11-11 22:46:37+00:00,1591200753703522304,"Wordle 510 1/6

🟩🟩🟩🟩🟩",ToadonaWire,https://twitter.com/ToadonaWire/status/1591200753703522304
5,510,1,2022-11-11 21:28:38+00:00,1591181129629171712,"Wordle 510 1/6

🟩🟩🟩🟩🟩",snoakes7001,https://twitter.com/snoakes7001/status/1591181129629171712
6,510,1,2022-11-11 21:08:46+00:00,1591176129674870784,"Wordle 510 1/6

🟩🟩🟩🟩🟩",DancyEvans,https://twitter.com/DancyEvans/status/1591176129674870784
7,510,1,2022-11-11 20:51:36+00:00,1591171809202040832,"Wordle 510 1/6

🟩🟩🟩🟩🟩",MagistraCLIII,https://twitter.com/MagistraCLIII/status/1591171809202040832
8,510,1,2022-11-11 20:42:59+00:00,1591169640834641920,"Wordle 510 1/6

🟩🟩🟩🟩🟩",popecorleone,https://twitter.com/popecorleone/status/1591169640834641920
9,510,1,2022-11-11 20:15:01+00:00,1591162603895750679,"Wordle 510 1/6

🟩🟩🟩🟩🟩",suseagull04,https://twitter.com/suseagull04/status/1591162603895750679
10,510,1,2022-11-11 19:29:22+00:00,1591151116418326529,"Wordle 510 1/6

🟩🟩🟩🟩🟩",LqndsqyAdqlx,https://twitter.com/LqndsqyAdqlx/status/1591151116418326529
11,510,1,2022-11-11 19:18:14+00:00,1591148312966492162,"Wordle 510 1/6

🟩🟩🟩🟩🟩",dana9916,https://twitter.com/dana9916/status/1591148312966492162
12,510,1,2022-11-11 18:30:09+00:00,1591136211376095232,"Wow, my starter word came up today

Wordle 510 1/6

🟩🟩🟩🟩🟩",dustysockets,https://twitter.com/dustysockets/status/1591136211376095232
13,510,1,2022-11-11 18:12:30+00:00,1591131770975838208,"Wordle 510 1/6

🟩🟩🟩🟩🟩

this game is so easy…",gotRazelle,https://twitter.com/gotRazelle/status/1591131770975838208
14,510,1,2022-11-11 18:00:10+00:00,1591128667152842770,"Afternoon update: Less than 1% of players are not able to solve today's Wordle. 37.9% of players are solving it on their fourth try.

Wordle 510
1/6: 71 
2/6: 915 
3/6: 4099 
4/6: 6032 *
5/6: 3526 
6/6: 1138 
X/6: 105",wordleGlobalDNF,https://twitter.com/wordleGlobalDNF/status/1591128667152842770
15,510,1,2022-11-11 17:45:46+00:00,1591125040610803717,"Wordle 510 1/6

🟩🟩🟩🟩🟩",eraponte79,https://twitter.com/eraponte79/status/1591125040610803717
16,510,1,2022-11-11 17:31:12+00:00,1591121374805901313,"Wordle 510 1/6 😳

🟩🟩🟩🟩🟩",daveprof,https://twitter.com/daveprof/status/1591121374805901313
